Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
YQ50209,Arizona,4847.24,No,Basic,High School or Below,1/1/11,Unemployed,M,,Suburban,Single,69,0.0,32,0.0,7,Corporate Auto,Corporate L1,Offer2,Agent,599.15,Four-Door Car,Small,
VI66513,California,9688.33,No,Extended,High School or Below,1/3/11,Employed,M,20009.0,Suburban,Single,87,31.0,86,1.0,2,Corporate Auto,Corporate L3,Offer2,Branch,987.12,Four-Door Car,Small,A
WC83389,Oregon,5710.33,No,Basic,College,2/27/11,Employed,M,51148.0,Urban,Married,72,9.0,1,0.0,7,Personal Auto,Personal L2,Offer2,Branch,308.98,Four-Door Car,Medsize,
CJ64468,Oregon,4770.55,Yes,Basic,College,2/1/11,Medical Leave,F,12964.0,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L2,Offer1,Web,362.77,Two-Door Car,Medsize,
RR77985,Oregon,2887.74,No,Extended,Bachelor,1/3/11,Unemployed,F,,Suburban,Single,80,24.0,95,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,676.94,Four-Door Car,Medsize,A
QG39997,Arizona,4212.8,No,Premium,College,1/1/11,Disabled,F,10097.0,Rural,Married,110,17.0,69,0.0,1,Personal Auto,Personal L1,Offer1,Web,218.64,Four-Door Car,Medsize,
IL42365,Arizona,4804.36,No,Extended,High School or Below,1/29/11,Employed,F,51962.0,Suburban,Married,125,8.0,2,4.0,1,Personal Auto,Personal L2,Offer1,Branch,788.21,Sports Car,Medsize,
OP54725,Washington,9540.92,No,Premium,College,1/29/11,Employed,M,53351.0,Suburban,Married,119,4.0,7,0.0,6,Personal Auto,Personal L3,Offer1,Branch,571.2,Four-Door Car,Small,
MZ24175,Arizona,3096.51,Yes,Extended,College,2/12/11,Employed,F,21604.0,Suburban,Divorced,79,14.0,28,0.0,1,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize,
TW11712,Arizona,4574.92,No,Basic,Master,1/15/11,Employed,M,32906.0,Suburban,Single,115,,17,,1,Personal Auto,Personal L3,Offer1,Branch,552.0,SUV,Medsize,A
QT46509,Oregon,7048.54,No,Extended,College,1/31/11,Disabled,M,20416.0,Suburban,Married,93,33.0,68,0.0,7,Personal Auto,Personal L3,Offer3,Branch,446.4,Four-Door Car,Small,
DM77491,Oregon,7416.47,No,Basic,Bachelor,1/16/11,Unemployed,M,,Urban,Married,69,6.0,52,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,238.06,Four-Door Car,Medsize,A
IC55961,,20552.62,,Basic,High School or Below,1/26/11,Unemployed,F,,Suburban,Single,187,22.0,97,1.0,2,Corporate Auto,Corporate L2,Offer1,Agent,1430.34,Luxury SUV,Medsize,
IF80474,Washington,13363.52,No,Premium,College,2/12/11,Employed,M,86653.0,Rural,Married,111,14.0,5,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,277.2,Four-Door Car,Medsize,A
PD52748,Oregon,10036.54,No,Extended,High School or Below,2/12/11,Unemployed,F,,Suburban,Single,134,15.0,92,1.0,8,Personal Auto,Personal L3,Offer1,Call Center,1353.29,SUV,Medsize,A
EX46492,Arizona,7666.52,No,Extended,Master,1/12/11,Employed,F,87864.0,Urban,Married,94,19.0,42,0.0,8,Personal Auto,Personal L3,Offer2,Agent,421.46,Two-Door Car,Medsize,
HU72679,Oregon,9635.58,No,Basic,Doctor,2/27/11,Employed,M,90334.0,Urban,Divorced,119,4.0,46,0.0,9,Corporate Auto,Corporate L3,Offer3,Branch,423.79,SUV,Medsize,
NB30472,Arizona,41103.24,No,Premium,College,1/24/11,Employed,F,30845.0,Suburban,Married,116,3.0,89,1.0,2,Personal Auto,Personal L2,Offer1,Branch,556.8,Four-Door Car,Medsize,A
KG21285,Arizona,7159.81,No,Extended,College,1/24/11,Employed,M,67206.0,Rural,Divorced,90,9.0,69,0.0,9,Personal Auto,Personal L1,Offer1,Web,76.29,Four-Door Car,Medsize,
II62831,California,4479.02,No,Basic,Master,1/29/11,Employed,M,94656.0,Urban,Married,111,,79,,1,Special Auto,Special L2,Offer4,Web,459.74,SUV,Medsize,
MK52711,California,10314.52,No,Basic,High School or Below,1/11/11,Employed,F,99759.0,Rural,Married,65,12.0,25,3.0,2,Personal Auto,Personal L2,Offer2,Agent,74.46,Two-Door Car,Medsize,A
LY97989,,2894.24,,Extended,Bachelor,2/17/11,Unemployed,F,,Suburban,Single,85,3.0,53,0.0,1,Personal Auto,Personal L3,Offer3,Agent,408.0,Four-Door Car,Medsize,
QC47433,Oregon,2554.44,No,Basic,College,1/21/11,Medical Leave,M,12459.0,Suburban,Married,70,4.0,41,0.0,1,Personal Auto,Personal L2,Offer2,Branch,336.0,Four-Door Car,Small,A
WV66165,Oregon,35062.65,No,Basic,High School or Below,2/4/11,Employed,F,84811.0,Rural,Single,111,27.0,38,0.0,2,Personal Auto,Personal L2,Offer2,Branch,278.28,SUV,Small,
UM14883,California,16373.73,No,Basic,High School or Below,2/5/11,Employed,M,64396.0,Urban,Married,103,2.0,46,0.0,2,Special Auto,Special L1,Offer4,Agent,355.41,SUV,Medsize,
RL34830,California,7644.76,No,Extended,College,1/31/11,Employed,M,43838.0,Suburban,Married,97,11.0,37,0.0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,Medsize,A
EG40823,Oregon,4303.47,No,Basic,Bachelor,1/20/11,Unemployed,F,,Suburban,Married,116,6.0,63,0.0,1,Personal Auto,Personal L2,Offer1,Agent,765.57,SUV,Medsize,
WH48955,Oregon,20237.15,No,Basic,Master,1/27/11,Employed,F,55270.0,Suburban,Married,63,35.0,67,0.0,2,Personal Auto,Personal L1,Offer1,Branch,302.4,Two-Door Car,Medsize,A
OE88763,California,11315.2,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885.0,Suburban,Divorced,101,18.0,39,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,484.8,Four-Door Car,Medsize,A
LM19287,Oregon,3731.5,Yes,Extended,High School or Below,2/24/11,Unemployed,F,,Suburban,Married,96,31.0,34,0.0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,
WP58797,Oregon,3936.79,No,Basic,Bachelor,2/28/11,Disabled,M,19245.0,Suburban,Married,106,28.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Web,508.8,SUV,Large,A
AY99324,Oregon,6555.36,No,Extended,College,1/18/11,Disabled,M,21853.0,Suburban,Married,86,10.0,2,0.0,5,Personal Auto,Personal L2,Offer3,Agent,412.8,Four-Door Car,Medsize,A
IH35630,Oregon,41787.9,Yes,Premium,High School or Below,1/31/11,Employed,F,46587.0,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,A
YO81676,Oregon,2142.89,No,Basic,Bachelor,1/23/11,Unemployed,M,,Suburban,Single,65,3.0,71,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,686.77,Two-Door Car,Medsize,
TE44937,Oregon,13466.92,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432.0,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,
RH96816,Arizona,2937.17,No,Extended,Bachelor,2/2/11,Unemployed,F,,Suburban,Divorced,81,16.0,69,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,388.8,Two-Door Car,Medsize,A
PS92059,California,5938.51,No,Basic,Doctor,2/4/11,Employed,F,44190.0,Rural,Married,74,17.0,40,0.0,3,Corporate Auto,Corporate L3,Offer2,Branch,10.69,Four-Door Car,Medsize,
BU41599,Washington,5581.76,No,Basic,Master,2/28/11,Employed,F,62739.0,Urban,Divorced,70,29.0,80,0.0,3,Personal Auto,Personal L1,Offer2,Call Center,239.33,Two-Door Car,Medsize,A
NX63627,Oregon,10127.77,No,Extended,Doctor,1/16/11,Medical Leave,M,23053.0,Suburban,Married,132,5.0,97,0.0,8,Personal Auto,Personal L1,Offer2,Agent,780.94,Sports Car,Medsize,A
ZN71189,Oregon,4014.45,Yes,Extended,Doctor,1/8/11,Employed,F,37384.0,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize,
XA54112,California,4046.94,No,Basic,Bachelor,2/11/11,Disabled,M,13330.0,Suburban,Single,117,33.0,74,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,561.6,SUV,Medsize,
VT85216,Nevada,5335.02,No,Basic,High School or Below,1/26/11,Unemployed,M,,Suburban,Single,73,6.0,97,0.0,9,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Medsize,A
ZX29705,California,7850.59,No,Basic,College,2/15/11,Unemployed,F,,Suburban,Married,69,,78,,2,Corporate Auto,Corporate L3,Offer4,Web,331.2,Four-Door Car,Medsize,
RX91025,California,19872.26,No,Premium,High School or Below,1/31/11,Unemployed,M,,Suburban,Single,185,26.0,35,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1950.73,SUV,Small,
NT66759,Arizona,3906.67,No,Extended,College,1/9/11,Employed,F,60230.0,Rural,Married,98,13.0,91,0.0,1,Personal Auto,Personal L2,Offer2,Web,8.13,Four-Door Car,Small,A
CD55111,California,30154.68,No,Extended,Master,1/2/11,Employed,M,73359.0,Rural,Married,94,17.0,24,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,107.19,Two-Door Car,Medsize,
QS75550,Washington,2480.05,No,Basic,Bachelor,1/7/11,Employed,F,93383.0,Urban,Single,62,31.0,64,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,244.21,Two-Door Car,Medsize,A
FQ61281,Oregon,83325.38,No,Extended,High School or Below,1/31/11,Employed,M,58958.0,Suburban,Married,231,31.0,74,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,1108.8,Luxury Car,Small,A
XB86235,Arizona,24186.24,No,Basic,Doctor,2/8/11,Disabled,M,14710.0,Suburban,Single,112,25.0,86,0.0,2,Personal Auto,Personal L2,Offer3,Agent,537.6,Sports Car,Medsize,A
LQ16286,Oregon,8038.95,No,Premium,College,2/22/11,Employed,M,71982.0,Suburban,Single,103,29.0,37,0.0,4,Corporate Auto,Corporate L2,Offer3,Call Center,494.4,Four-Door Car,Small,
OO11998,Oregon,4583.75,No,Basic,Master,1/19/11,Employed,M,94804.0,Suburban,Married,115,13.0,79,4.0,1,Personal Auto,Personal L2,Offer1,Branch,764.59,SUV,Medsize,A
LX11170,Oregon,4862.91,No,Basic,High School or Below,1/30/11,Employed,F,36839.0,Rural,Married,61,22.0,93,0.0,3,Personal Auto,Personal L3,Offer2,Agent,152.5,Four-Door Car,Medsize,A
OR48881,Oregon,6308.92,No,Extended,Doctor,2/5/11,Employed,F,21368.0,Rural,Married,79,7.0,2,0.0,6,Corporate Auto,Corporate L3,Offer2,Call Center,4.61,Four-Door Car,Medsize,
OM55336,Nevada,7507.46,Yes,Basic,College,2/6/11,Employed,M,60920.0,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Agent,231.2,Two-Door Car,Medsize,
IE97795,California,6878.01,No,Extended,High School or Below,2/5/11,Employed,M,39020.0,Suburban,Married,87,0.0,4,0.0,5,Corporate Auto,Corporate L1,Offer3,Agent,485.01,Four-Door Car,Small,
EI58852,Arizona,21205.38,No,Extended,High School or Below,2/11/11,Employed,F,24930.0,Suburban,Married,76,7.0,16,0.0,2,Personal Auto,Personal L3,Offer1,Branch,364.8,,,
VJ24328,Oregon,2599.04,No,Basic,High School or Below,2/21/11,Employed,M,53021.0,Suburban,Married,68,28.0,71,4.0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize,
NG15940,California,3997.48,No,Basic,High School or Below,1/16/11,Unemployed,M,,Suburban,Single,62,25.0,79,1.0,3,Corporate Auto,Corporate L3,Offer3,Agent,552.85,Four-Door Car,Medsize,A
BL55947,California,5815.26,No,Basic,College,1/18/11,Employed,M,76675.0,Rural,Married,72,,38,,9,Personal Auto,Personal L2,Offer4,Agent,141.72,Four-Door Car,Small,A
UI84849,Arizona,8563.97,No,Basic,College,2/1/11,Employed,M,91147.0,Rural,Married,107,4.0,79,0.0,7,Personal Auto,Personal L1,Offer3,Agent,50.47,Sports Car,Small,A
PM13394,Washington,5309.44,No,Basic,College,2/5/11,Medical Leave,F,22404.0,Urban,Married,70,0.0,62,1.0,4,Personal Auto,Personal L3,Offer1,Agent,211.14,Four-Door Car,Medsize,
LD48189,Nevada,5979.72,Yes,Extended,High School or Below,2/7/11,Employed,F,57693.0,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L2,Offer2,Agent,547.2,Four-Door Car,Medsize,A
LK35963,California,17019.01,No,Basic,Bachelor,2/1/11,Employed,F,89601.0,Rural,Married,70,1.0,8,0.0,2,Personal Auto,Personal L3,Offer2,Branch,117.02,Two-Door Car,Medsize,
KH19280,Arizona,6513.61,No,Extended,College,1/22/11,Employed,F,50037.0,Urban,Married,81,24.0,91,0.0,6,Special Auto,Special L2,Offer1,Call Center,303.38,Four-Door Car,Medsize,A
EJ97834,Nevada,2619.48,No,Basic,High School or Below,1/15/11,Employed,F,93987.0,Urban,Single,65,9.0,1,0.0,1,Personal Auto,Personal L2,Offer2,Branch,251.32,Two-Door Car,Medsize,A
KU88219,Arizona,4637.16,No,Basic,Master,2/7/11,Employed,M,25816.0,Suburban,Single,119,18.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Agent,571.2,Sports Car,Medsize,
CO19402,California,13265.51,No,Basic,Bachelor,1/9/11,Employed,F,99617.0,Rural,Married,109,1.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Agent,74.93,SUV,Medsize,
FV14881,California,15886.03,No,Basic,Doctor,2/28/11,Employed,F,56362.0,Suburban,Married,197,30.0,47,1.0,6,Personal Auto,Personal L3,Offer4,Call Center,945.6,Luxury SUV,Medsize,
MK92016,Oregon,8026.05,No,Basic,Bachelor,2/20/11,Unemployed,M,,Suburban,Married,109,10.0,20,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,898.43,SUV,Medsize,
BD84823,Oregon,12157.33,Yes,Premium,High School or Below,2/27/11,Employed,M,57449.0,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,
MV26494,California,3681.25,No,Extended,College,1/29/11,Unemployed,M,,Urban,Married,98,23.0,7,0.0,1,Personal Auto,Personal L3,Offer4,Web,354.94,Four-Door Car,Medsize,A
JD94356,Oregon,4766.37,No,Basic,Bachelor,2/21/11,Unemployed,F,,Suburban,Single,68,3.0,36,0.0,9,Personal Auto,Personal L2,Offer1,Agent,656.96,Four-Door Car,Medsize,
ZU91897,California,13265.96,No,Basic,High School or Below,1/3/11,Employed,M,34482.0,Rural,Married,67,4.0,6,0.0,2,Personal Auto,Personal L2,Offer1,Agent,83.83,Four-Door Car,Medsize,A
LD26428,Oregon,4893.29,No,Basic,Bachelor,2/14/11,Unemployed,M,,Suburban,Single,73,11.0,56,0.0,5,Corporate Auto,Corporate L3,Offer2,Branch,680.05,Four-Door Car,Medsize,
OP73328,Arizona,5399.58,No,Basic,High School or Below,2/22/11,Employed,F,71186.0,Rural,Married,67,11.0,14,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,29.98,Two-Door Car,Medsize,A
EK91340,Oregon,7546.61,No,Basic,Bachelor,1/20/11,Employed,M,31266.0,Suburban,Married,193,6.0,79,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,926.4,Luxury Car,Large,A
ZB71094,Oregon,3534.34,No,Extended,Bachelor,1/25/11,Medical Leave,M,19861.0,Suburban,Married,93,27.0,21,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,446.4,Four-Door Car,Medsize,A
RE93978,Washington,8188.98,No,Basic,College,2/26/11,Employed,M,89061.0,Suburban,Divorced,103,19.0,88,0.0,3,Personal Auto,Personal L2,Offer3,Web,565.27,SUV,Small,A
LI45265,Oregon,8569.42,No,Basic,Bachelor,1/10/11,Employed,F,99803.0,Urban,Married,71,1.0,67,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,189.14,Four-Door Car,Small,A
YD65161,California,2912.6,No,Basic,Bachelor,1/18/11,Employed,F,65436.0,Rural,Married,73,14.0,55,0.0,1,Personal Auto,Personal L3,Offer4,Agent,40.75,Four-Door Car,Small,A
OP26403,California,4834.8,No,Basic,College,2/17/11,Employed,F,32017.0,Suburban,Married,62,9.0,10,2.0,7,Personal Auto,Personal L1,Offer1,Branch,297.6,Four-Door Car,Small,A
XV31269,Oregon,2496.14,No,Basic,High School or Below,2/13/11,Unemployed,M,,Suburban,Single,72,14.0,58,0.0,1,Corporate Auto,Corporate L2,Offer4,Web,518.4,Two-Door Car,Medsize,A
TO82744,California,15789.65,No,Extended,High School or Below,1/4/11,Unemployed,F,,Suburban,Single,212,28.0,51,0.0,4,Personal Auto,Personal L3,Offer3,Agent,1526.4,Luxury SUV,Large,
VW88911,Oregon,35944.71,No,Premium,High School or Below,2/13/11,Unemployed,M,,Suburban,Single,114,33.0,55,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,820.8,Four-Door Car,Large,A
BB19609,California,15769.11,No,Extended,College,2/27/11,Employed,M,29977.0,Rural,Married,133,16.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,255.66,SUV,Small,A
UY81122,Oregon,4167.99,No,Basic,College,2/2/11,Unemployed,F,,Suburban,Single,69,22.0,98,3.0,8,Personal Auto,Personal L3,Offer1,Agent,433.96,Four-Door Car,Medsize,
QO77034,,3567.5,,Basic,Bachelor,1/7/11,Unemployed,M,,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,660.43,SUV,Medsize,A
QG25195,Oregon,4866.65,No,Basic,Bachelor,1/10/11,Unemployed,F,,Suburban,Single,68,4.0,17,0.0,9,Personal Auto,Personal L3,Offer1,Agent,444.03,Four-Door Car,Medsize,A
PS30217,California,9886.66,No,Extended,Bachelor,2/16/11,Employed,F,44817.0,Suburban,Married,83,23.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,527.42,Four-Door Car,Small,
WE21182,Oregon,5169.5,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430.0,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,
WM24870,Nevada,5383.67,No,Basic,College,2/23/11,Employed,F,89092.0,Rural,Divorced,68,31.0,30,2.0,3,Personal Auto,Personal L3,Offer1,Branch,91.82,Two-Door Car,Medsize,A
BV55733,Nevada,10852.96,No,Extended,College,1/26/11,Employed,M,67696.0,Rural,Married,97,11.0,51,5.0,2,Corporate Auto,Corporate L3,Offer4,Branch,17.48,Two-Door Car,Medsize,
UU42868,California,5619.69,Yes,Premium,High School or Below,1/26/11,Unemployed,M,,Suburban,Married,153,25.0,5,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,1027.0,SUV,Medsize,
LN44535,Washington,7284.45,No,Extended,College,1/3/11,Employed,F,44605.0,Suburban,Married,91,3.0,45,0.0,7,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize,A
UA58104,California,7933.82,No,Basic,College,1/13/11,Employed,F,76505.0,Rural,Married,65,,89,,2,Personal Auto,Personal L3,Offer1,Branch,144.05,Four-Door Car,Medsize,A
KS72802,Oregon,3768.37,No,Extended,Master,1/17/11,Employed,F,85751.0,Urban,Married,93,6.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,391.21,Four-Door Car,Medsize,A
YQ98322,Oregon,5290.67,No,Basic,Bachelor,1/4/11,Employed,M,36791.0,Suburban,Divorced,68,26.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize,
XR85926,Oregon,8012.37,No,Basic,Bachelor,1/27/11,Employed,M,58058.0,Suburban,Married,67,28.0,49,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,355.2,Four-Door Car,Medsize,
FP17993,Arizona,5504.14,Yes,Basic,Bachelor,2/8/11,Unemployed,F,,Suburban,Married,73,18.0,45,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,,,A
PR10005,Oregon,2916.42,No,Basic,Bachelor,2/1/11,Employed,M,85210.0,Rural,Divorced,74,,76,,1,Personal Auto,Personal L3,Offer4,Web,100.52,Four-Door Car,Medsize,
WO64354,California,2751.37,No,Basic,Bachelor,1/8/11,Employed,F,42585.0,Urban,Married,69,16.0,44,0.0,1,Personal Auto,Personal L1,Offer1,Agent,288.3,Two-Door Car,Medsize,A
WN13366,Arizona,5595.39,Yes,Basic,High School or Below,2/5/11,Employed,F,74454.0,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
XA27299,California,12812.44,No,Extended,Bachelor,1/24/11,Unemployed,M,,Suburban,Single,128,35.0,71,0.0,2,Personal Auto,Personal L2,Offer2,Agent,789.78,SUV,Medsize,
VF57165,California,16256.81,No,Extended,High School or Below,1/17/11,Employed,F,21206.0,Rural,Married,136,12.0,9,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,98.09,Sports Car,Medsize,A
RZ79717,Arizona,3486.7,No,Extended,High School or Below,1/15/11,Unemployed,M,,Suburban,Single,95,12.0,5,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,684.0,Four-Door Car,Medsize,
GJ47896,Arizona,2661.03,No,Basic,College,1/13/11,Employed,F,35503.0,Urban,Married,67,14.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Branch,216.17,,,
BN90616,Washington,8590.33,No,Basic,Bachelor,2/6/11,Employed,F,63110.0,Rural,Married,72,23.0,84,0.0,2,Personal Auto,Personal L3,Offer3,Agent,68.18,Four-Door Car,Medsize,A
QA85890,Arizona,5849.32,No,Extended,High School or Below,1/14/11,Unemployed,F,,Suburban,Single,83,2.0,47,0.0,4,Corporate Auto,Corporate L2,Offer3,Agent,540.51,Four-Door Car,Medsize,
YK83904,Nevada,2585.56,No,Basic,High School or Below,2/2/11,Employed,F,64592.0,Suburban,Married,64,12.0,57,0.0,1,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Medsize,
GQ15708,Oregon,14503.02,No,Basic,Bachelor,1/31/11,Medical Leave,M,29790.0,Suburban,Married,194,25.0,49,0.0,3,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize,A
AF47139,,8406.39,,Basic,College,2/3/11,Employed,F,42540.0,Rural,Married,70,,52,,2,Personal Auto,Personal L1,Offer1,Agent,43.55,Four-Door Car,Medsize,
QA50777,Oregon,9025.07,No,Premium,Bachelor,1/17/11,Medical Leave,F,23675.0,Suburban,Married,117,4.0,31,0.0,7,Personal Auto,Personal L2,Offer1,Branch,707.93,Four-Door Car,Medsize,
KE57057,California,2300.33,No,Basic,High School or Below,2/3/11,Unemployed,F,,Suburban,Single,66,9.0,10,1.0,1,Corporate Auto,Corporate L3,Offer2,Agent,475.2,Four-Door Car,Small,
LX71137,Arizona,3694.15,No,Extended,Bachelor,1/1/11,Employed,F,87485.0,Suburban,Divorced,92,12.0,57,0.0,1,Personal Auto,Personal L3,Offer3,Branch,441.6,Four-Door Car,Medsize,
FI92440,Washington,32196.6,No,Extended,High School or Below,1/30/11,Employed,F,91375.0,Rural,Married,99,22.0,89,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,72.63,Two-Door Car,Medsize,
CL38124,Oregon,19688.32,No,Basic,Bachelor,1/10/11,Employed,F,83879.0,Urban,Married,69,3.0,66,0.0,2,Personal Auto,Personal L2,Offer1,Agent,212.15,Four-Door Car,Medsize,A
ZG69918,Oregon,8168.71,No,Basic,College,1/14/11,Disabled,M,20819.0,Urban,Married,73,4.0,65,1.0,2,Special Auto,Special L2,Offer1,Call Center,206.86,Four-Door Car,Medsize,
PT12544,Arizona,6880.47,No,Extended,College,2/24/11,Employed,M,63935.0,Urban,Married,87,20.0,63,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,221.62,Four-Door Car,Medsize,
BK83393,California,32317.03,No,Basic,Bachelor,2/11/11,Employed,F,55475.0,Urban,Divorced,116,18.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Agent,412.47,SUV,Medsize,A
LO57469,Oregon,7865.18,No,Extended,High School or Below,1/23/11,Employed,F,75490.0,Rural,Married,97,,20,,7,Corporate Auto,Corporate L3,Offer2,Agent,43.08,Four-Door Car,Medsize,
VZ13840,Arizona,6950.53,No,Basic,High School or Below,1/18/11,Unemployed,M,,Suburban,Married,61,27.0,90,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,301.4,Four-Door Car,Medsize,
JB20891,Arizona,10083.49,Yes,Extended,High School or Below,2/19/11,Retired,F,11828.0,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L1,Offer1,Agent,571.48,Four-Door Car,Large,A
KU69274,Arizona,14267.93,No,Extended,High School or Below,2/6/11,Disabled,F,17157.0,Suburban,Married,123,33.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Agent,770.75,SUV,Small,
IV60781,California,4014.45,Yes,Extended,Doctor,1/8/11,Employed,F,37384.0,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize,A
BU61331,Arizona,5875.21,No,Basic,College,1/13/11,Employed,M,46417.0,Rural,Married,74,16.0,14,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,164.75,Four-Door Car,Medsize,A
UA38043,California,2397.04,Yes,Basic,High School or Below,1/29/11,Retired,F,22283.0,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L2,Offer1,Branch,572.07,Four-Door Car,Medsize,
WB73140,Arizona,5447.81,No,Basic,High School or Below,1/3/11,Unemployed,F,,Suburban,Married,73,17.0,15,0.0,3,Personal Auto,Personal L2,Offer3,Agent,350.4,Four-Door Car,Medsize,A
